country,id,monetary,units,date,New_id,Last_Purchase_date
IN,1806648,355.26,2,1/7/2019,IN1806648,11/9/2020
IN,1806648,532.32,3,1/14/2019,IN1806648,11/9/2020
IN,1873176,286.98,1,1/14/2019,IN1873176,7/27/2020
IN,1883118,259.56,1,1/21/2019,IN1883118,11/30/2020
IN,2111100,174.78,1,1/7/2019,IN2111100,11/30/2020
IN,2111100,174.78,1,1/14/2019,IN2111100,11/30/2020
IN,4304160,358.74,1,1/28/2019,IN4304160,1/28/2019
IN,4447932,286.98,1,1/28/2019,IN4447932,1/28/2019
IN,4447932,358.74,1,1/21/2019,IN4447932,1/28/2019
IN,2412450,284.82,1,3/4/2019,IN2412450,10/19/2020
IN,2832846,358.74,1,2/25/2019,IN2832846,8/17/2020
IN,4128786,302.46,1,3/4/2019,IN4128786,11/30/2020
IN,1883028,375.06,1,3/18/2019,IN1883028,3/25/2019
IN,1883118,324.48,1,3/18/2019,IN1883118,11/30/2020
IN,4407984,765.12,3,3/25/2019,IN4407984,11/30/2020
IN,1802436,736.44,2,4/22/2019,IN1802436,11/23/2020
IN,1940772,1492.8,4,5/6/2019,IN1940772,11/30/2020
IN,2166048,378,1,4/15/2019,IN2166048,4/15/2019
IN,2111100,351.72,1,5/13/2019,IN2111100,11/30/2020
IN,4235394,378.06,1,5/20/2019,IN4235394,8/19/2019
IN,1873176,302.52,1,6/17/2019,IN1873176,7/27/2020
IN,2101596,302.52,1,6/17/2019,IN2101596,11/23/2020
IN,2101596,756.18,2,6/17/2019,IN2101596,11/23/2020
IN,1872678,308.22,1,7/29/2019,IN1872678,11/30/2020
IN,2045142,299.94,1,8/5/2019,IN2045142,8/31/2020
IN,2101596,361.14,1,7/22/2019,IN2101596,11/23/2020
IN,2841924,358.14,1,8/5/2019,IN2841924,8/24/2020
IN,3974274,378.06,1,7/15/2019,IN3974274,11/30/2020
IN,4128786,1083.54,2,7/15/2019,IN4128786,11/30/2020
IN,4128786,541.8,1,8/5/2019,IN4128786,11/30/2020
IN,4128786,541.8,1,8/12/2019,IN4128786,11/30/2020
IN,4128786,541.8,1,8/19/2019,IN4128786,11/30/2020
IN,2490552,265.62,1,11/25/2019,IN2490552,11/30/2020
IN,2821050,3984.54,15,11/18/2019,IN2821050,1/27/2020
IN,4128786,531.3,2,11/18/2019,IN4128786,11/30/2020
IN,4128786,531.3,2,12/2/2019,IN4128786,11/30/2020
IN,4128786,265.62,1,11/11/2019,IN4128786,11/30/2020
IN,1800708,4946.22,2,1/7/2019,IN1800708,8/3/2020
IN,1801518,1515.96,1,2/4/2019,IN1801518,11/30/2020
IN,1802436,1497.72,1,1/7/2019,IN1802436,11/23/2020
IN,1802436,1497.72,1,1/21/2019,IN1802436,11/23/2020
IN,1802436,1497.72,1,1/28/2019,IN1802436,11/23/2020
IN,1802436,2995.38,2,2/4/2019,IN1802436,11/23/2020
IN,1802436,2411.4,1,1/14/2019,IN1802436,11/23/2020
IN,1805268,1526.58,1,1/21/2019,IN1805268,11/16/2020
IN,1806372,1536,1,2/4/2019,IN1806372,11/16/2020
IN,1806372,2473.14,1,1/21/2019,IN1806372,11/16/2020
IN,1806648,12223.56,5,1/7/2019,IN1806648,11/9/2020
IN,1823694,2444.7,1,2/4/2019,IN1823694,11/16/2020
IN,1831980,1526.22,1,1/7/2019,IN1831980,11/23/2020
IN,1845990,2473.14,1,2/4/2019,IN1845990,11/16/2020
IN,1883118,404.52,1,1/28/2019,IN1883118,11/30/2020
IN,1885836,2497.98,6,1/28/2019,IN1885836,7/8/2019
IN,1900980,6073.5,4,1/14/2019,IN1900980,11/23/2020
IN,1900980,1518.36,1,2/4/2019,IN1900980,11/23/2020
IN,1932438,4889.4,2,1/21/2019,IN1932438,11/23/2020
IN,1940772,1503.9,1,1/14/2019,IN1940772,11/30/2020
IN,1942698,3072.06,2,1/7/2019,IN1942698,11/9/2020
IN,1948350,1518.36,1,1/21/2019,IN1948350,11/30/2020
IN,2003106,4836.96,2,1/14/2019,IN2003106,11/23/2020
IN,2020218,2473.14,1,1/14/2019,IN2020218,6/8/2020
IN,2064414,1526.22,1,1/28/2019,IN2064414,3/23/2020
IN,2064414,1526.22,1,2/4/2019,IN2064414,3/23/2020
IN,2095704,1536,1,1/14/2019,IN2095704,11/23/2020
IN,2110662,2411.4,1,1/28/2019,IN2110662,11/23/2020
IN,2111100,555.24,1,1/14/2019,IN2111100,11/30/2020
IN,2111100,555.24,1,1/21/2019,IN2111100,11/30/2020
IN,2111100,8986.2,6,1/7/2019,IN2111100,11/30/2020
IN,2111100,2995.38,2,1/14/2019,IN2111100,11/30/2020
IN,2111100,1497.72,1,1/21/2019,IN2111100,11/30/2020
IN,2111100,4493.1,3,1/28/2019,IN2111100,11/30/2020
IN,2111100,4493.1,3,2/4/2019,IN2111100,11/30/2020
IN,2111100,2411.4,1,1/7/2019,IN2111100,11/30/2020
IN,2140116,2473.14,1,2/4/2019,IN2140116,10/19/2020
IN,2140116,2473.14,1,1/14/2019,IN2140116,10/19/2020
IN,2164788,1526.22,1,2/4/2019,IN2164788,11/2/2020
IN,2178480,1526.22,1,1/21/2019,IN2178480,8/24/2020
IN,2183046,569.46,1,1/21/2019,IN2183046,10/26/2020
IN,2412786,1536,1,1/14/2019,IN2412786,6/29/2020
IN,2425956,2370.96,1,1/28/2019,IN2425956,11/23/2020
IN,2431890,1526.22,1,1/28/2019,IN2431890,8/24/2020
IN,2438292,416.34,1,1/14/2019,IN2438292,1/14/2019
IN,2519946,569.46,1,1/14/2019,IN2519946,3/9/2020
IN,2519946,569.46,1,1/21/2019,IN2519946,3/9/2020
IN,2519946,569.46,1,1/28/2019,IN2519946,3/9/2020
IN,2519946,416.34,1,1/7/2019,IN2519946,3/9/2020
IN,2519946,416.34,1,1/14/2019,IN2519946,3/9/2020
IN,2519946,416.34,1,1/21/2019,IN2519946,3/9/2020
IN,2519946,416.34,1,1/28/2019,IN2519946,3/9/2020
IN,2519946,832.68,2,1/28/2019,IN2519946,3/9/2020
IN,2519946,416.34,1,2/4/2019,IN2519946,3/9/2020
IN,2521116,2473.14,1,1/21/2019,IN2521116,3/11/2019
IN,2974158,2995.38,2,1/21/2019,IN2974158,9/7/2020
IN,2988540,9892.5,4,1/14/2019,IN2988540,11/23/2020
IN,2988540,2473.14,1,1/21/2019,IN2988540,11/23/2020
IN,3024486,-3007.8,-2,1/21/2019,IN3024486,3/4/2019
IN,3024486,1503.9,1,1/7/2019,IN3024486,3/4/2019
IN,3087858,2473.14,1,2/4/2019,IN3087858,5/25/2020
IN,3161994,1536,1,1/28/2019,IN3161994,9/2/2019
IN,3348798,2473.14,1,1/28/2019,IN3348798,11/9/2020
IN,3354924,1526.22,1,1/21/2019,IN3354924,11/23/2020
IN,3390750,-2103.42,-1,2/4/2019,IN3390750,11/30/2020
IN,3465774,1502.04,1,1/28/2019,IN3465774,11/30/2020
IN,3467022,7419.36,3,1/21/2019,IN3467022,6/24/2019
IN,3504666,4608.06,3,2/4/2019,IN3504666,8/31/2020
IN,3578904,1536,1,2/4/2019,IN3578904,11/30/2020
IN,3664086,6144.06,4,2/4/2019,IN3664086,11/9/2020
IN,3677520,1536,1,1/21/2019,IN3677520,9/14/2020
IN,3754170,7419.36,3,1/14/2019,IN3754170,11/23/2020
IN,3754170,9892.5,4,1/21/2019,IN3754170,11/23/2020
IN,3754170,2473.14,1,1/28/2019,IN3754170,11/23/2020
IN,3782592,395.16,1,1/28/2019,IN3782592,11/30/2020
IN,3782592,395.16,1,1/7/2019,IN3782592,11/30/2020
IN,3782592,-395.16,-1,1/28/2019,IN3782592,11/30/2020
IN,3782592,395.16,1,1/28/2019,IN3782592,11/30/2020
IN,3882030,1536,1,1/7/2019,IN3882030,4/6/2020
IN,3882030,1536,1,1/21/2019,IN3882030,4/6/2020
IN,3965454,6105,4,1/28/2019,IN3965454,11/23/2020
IN,3976290,2473.14,1,2/4/2019,IN3976290,11/2/2020
IN,4010448,1536,1,1/14/2019,IN4010448,11/2/2020
IN,4010448,1536,1,1/28/2019,IN4010448,11/2/2020
IN,4051398,1526.22,1,1/14/2019,IN4051398,11/23/2020
IN,4126266,4608.06,3,1/7/2019,IN4126266,12/30/2019
IN,4126266,3072.06,2,2/4/2019,IN4126266,12/30/2019
IN,4152042,2473.14,1,1/14/2019,IN4152042,11/9/2020
IN,4175364,2444.7,1,1/28/2019,IN4175364,11/30/2020
IN,4262646,18191.28,12,1/28/2019,IN4262646,1/20/2020
IN,1802436,1497.72,1,2/11/2019,IN1802436,11/23/2020
IN,1802436,1497.72,1,2/18/2019,IN1802436,11/23/2020
IN,1806120,1536,1,2/25/2019,IN1806120,9/30/2019
IN,1806120,1536,1,3/4/2019,IN1806120,9/30/2019
IN,1806372,1536,1,2/11/2019,IN1806372,11/16/2020
IN,1806372,2473.14,1,2/25/2019,IN1806372,11/16/2020
IN,1806648,1518.36,1,2/25/2019,IN1806648,11/9/2020
IN,1841142,1536,1,2/18/2019,IN1841142,6/1/2020
IN,1842618,2444.7,1,2/25/2019,IN1842618,6/1/2020
IN,1843062,1536,1,2/11/2019,IN1843062,4/27/2020
IN,1867170,2444.7,1,2/11/2019,IN1867170,11/23/2020
IN,1883118,5969.7,4,2/11/2019,IN1883118,11/30/2020
IN,1883118,1492.44,1,2/18/2019,IN1883118,11/30/2020
IN,1896798,2366.1,1,2/4/2019,IN1896798,11/23/2020
IN,1896798,2366.1,1,2/11/2019,IN1896798,11/23/2020
IN,1930512,2351.7,1,3/4/2019,IN1930512,11/16/2020
IN,1937778,3072.06,2,3/4/2019,IN1937778,2/24/2020
IN,1940772,1503.9,1,2/11/2019,IN1940772,11/30/2020
IN,1940772,3007.8,2,2/18/2019,IN1940772,11/30/2020
IN,1940772,7264.38,3,2/11/2019,IN1940772,11/30/2020
IN,1940772,2421.48,1,2/25/2019,IN1940772,11/30/2020
IN,1942698,1536,1,3/4/2019,IN1942698,11/9/2020
IN,2003106,2418.42,1,3/4/2019,IN2003106,11/23/2020
IN,2037432,1536,1,2/11/2019,IN2037432,6/29/2020
IN,2037432,1536,1,2/25/2019,IN2037432,6/29/2020
IN,2063040,1536,1,3/4/2019,IN2063040,11/30/2020
IN,2074050,1510.98,1,2/18/2019,IN2074050,5/11/2020
IN,2076348,1526.4,1,3/4/2019,IN2076348,11/30/2020
IN,2107050,2473.14,1,2/11/2019,IN2107050,11/9/2020
IN,2107050,2473.14,1,3/4/2019,IN2107050,11/9/2020
IN,2111100,5990.82,4,2/11/2019,IN2111100,11/30/2020
IN,2111100,2995.38,2,2/18/2019,IN2111100,11/30/2020
IN,2111214,2444.7,1,2/18/2019,IN2111214,11/16/2020
IN,2134002,1457.7,1,3/4/2019,IN2134002,11/23/2020
IN,2134002,2346.96,1,2/18/2019,IN2134002,11/23/2020
IN,2138502,-9829.56,-4,3/4/2019,IN2138502,4/20/2020
IN,2138502,2457.42,1,2/4/2019,IN2138502,4/20/2020
IN,2138502,9829.56,4,2/18/2019,IN2138502,4/20/2020
IN,2154768,416.34,1,2/25/2019,IN2154768,10/21/2019
IN,2164788,4578.72,3,2/11/2019,IN2164788,11/2/2020
IN,2164788,3052.5,2,2/18/2019,IN2164788,11/2/2020
IN,2164788,1526.4,1,3/4/2019,IN2164788,11/2/2020
IN,2164788,4914.78,2,2/11/2019,IN2164788,11/2/2020
IN,2197482,2473.14,1,2/25/2019,IN2197482,11/16/2020
IN,2406612,1518.36,1,2/18/2019,IN2406612,11/30/2020
IN,2425956,2370.96,1,2/18/2019,IN2425956,11/23/2020
IN,2425956,4741.98,2,2/25/2019,IN2425956,11/23/2020
IN,2429682,1536,1,2/18/2019,IN2429682,10/26/2020
IN,2478546,7419.36,3,2/18/2019,IN2478546,11/25/2019
IN,2519946,832.68,2,3/4/2019,IN2519946,3/9/2020
IN,2519946,416.34,1,2/18/2019,IN2519946,3/9/2020
IN,2519946,416.34,1,2/25/2019,IN2519946,3/9/2020
IN,2809158,2457.42,1,2/18/2019,IN2809158,3/2/2020
IN,2974158,1498.74,1,3/4/2019,IN2974158,9/7/2020
IN,2974158,2411.4,1,2/18/2019,IN2974158,9/7/2020
IN,3015510,1503.6,1,3/4/2019,IN3015510,10/12/2020
IN,3354924,1526.22,1,2/11/2019,IN3354924,11/23/2020
IN,3664086,1536,1,2/11/2019,IN3664086,11/9/2020
IN,3699336,2440.8,1,2/4/2019,IN3699336,8/17/2020
IN,3723522,2473.14,1,2/25/2019,IN3723522,10/12/2020
IN,3754170,2473.14,1,2/11/2019,IN3754170,11/23/2020
IN,3754170,2473.14,1,3/4/2019,IN3754170,11/23/2020
IN,3780666,1536,1,2/18/2019,IN3780666,11/23/2020
IN,3798696,4841.58,2,3/4/2019,IN3798696,10/19/2020
IN,3803430,3052.5,2,2/11/2019,IN3803430,11/16/2020
IN,3879360,2473.14,1,2/25/2019,IN3879360,11/30/2020
IN,3998262,1536,1,2/11/2019,IN3998262,10/5/2020
IN,4023858,-2472.6,-1,3/4/2019,IN4023858,7/29/2019
IN,4023858,2473.14,1,2/25/2019,IN4023858,7/29/2019
IN,4023858,2472.6,1,2/25/2019,IN4023858,7/29/2019
IN,4024182,7419.36,3,2/4/2019,IN4024182,11/9/2020
IN,4323468,3072.06,2,2/11/2019,IN4323468,3/9/2020
IN,4432068,7419.36,3,2/18/2019,IN4432068,12/2/2019
IN,1800708,2473.14,1,4/1/2019,IN1800708,8/3/2020
IN,1801518,2440.8,1,4/1/2019,IN1801518,11/30/2020
IN,1802436,1498.74,1,3/18/2019,IN1802436,11/23/2020
IN,1802436,1498.74,1,3/25/2019,IN1802436,11/23/2020
IN,1802436,4826.34,2,3/25/2019,IN1802436,11/23/2020
IN,1802436,2413.14,1,4/1/2019,IN1802436,11/23/2020
IN,1806648,2445.24,1,4/1/2019,IN1806648,11/9/2020
IN,1806648,799.2,2,4/1/2019,IN1806648,11/9/2020
IN,1808466,1536,1,3/11/2019,IN1808466,11/30/2020
IN,1822356,2473.14,1,4/1/2019,IN1822356,11/16/2020
IN,1831980,2457.66,1,3/25/2019,IN1831980,11/23/2020
IN,1883118,2402.88,1,3/18/2019,IN1883118,11/30/2020
IN,1886304,1526.4,1,3/25/2019,IN1886304,11/16/2020
IN,1930512,4703.4,2,3/25/2019,IN1930512,11/16/2020
IN,1932438,1518.72,1,3/18/2019,IN1932438,11/23/2020
IN,1934778,1536,1,3/18/2019,IN1934778,3/2/2020
IN,1956480,1536,1,3/11/2019,IN1956480,11/2/2020
IN,1956480,3072.06,2,4/1/2019,IN1956480,11/2/2020
IN,2002476,3072.06,2,3/25/2019,IN2002476,11/30/2020
IN,2002476,1536,1,4/1/2019,IN2002476,11/30/2020
IN,2003106,-14510.52,-6,3/11/2019,IN2003106,11/23/2020
IN,2003106,-14510.52,-6,3/11/2019,IN2003106,11/23/2020
IN,2003106,14510.52,6,3/4/2019,IN2003106,11/23/2020
IN,2003106,14510.52,6,3/11/2019,IN2003106,11/23/2020
IN,2003106,14510.52,6,3/11/2019,IN2003106,11/23/2020
IN,2037432,1536,1,3/11/2019,IN2037432,6/29/2020
IN,2063040,1536,1,3/18/2019,IN2063040,11/30/2020
IN,2064414,1526.4,1,3/25/2019,IN2064414,3/23/2020
IN,2074020,1536,1,3/11/2019,IN2074020,11/23/2020
IN,2076348,2457.66,1,3/4/2019,IN2076348,11/30/2020
IN,2095704,1536,1,3/25/2019,IN2095704,11/23/2020
IN,2095704,1536,1,4/1/2019,IN2095704,11/23/2020
IN,2107050,4946.22,2,3/18/2019,IN2107050,11/9/2020
IN,2110662,4826.4,2,3/18/2019,IN2110662,11/23/2020
IN,2111100,1498.74,1,3/18/2019,IN2111100,11/30/2020
IN,2111100,2997.54,2,3/25/2019,IN2111100,11/30/2020
IN,2111100,2413.14,1,4/1/2019,IN2111100,11/30/2020
IN,2134002,1457.7,1,4/1/2019,IN2134002,11/23/2020
IN,2164788,3052.74,2,3/11/2019,IN2164788,11/2/2020
IN,2164788,3052.74,2,3/18/2019,IN2164788,11/2/2020
IN,2164788,1526.4,1,3/25/2019,IN2164788,11/2/2020
IN,2165796,6144.06,4,4/1/2019,IN2165796,10/26/2020
IN,2168166,1536,1,3/18/2019,IN2168166,3/18/2019
IN,2178480,1526.4,1,4/1/2019,IN2178480,8/24/2020
IN,2178480,4915.32,2,4/1/2019,IN2178480,8/24/2020
IN,2183040,1536,1,4/1/2019,IN2183040,4/1/2019
IN,2404812,-2081.7,-1,3/25/2019,IN2404812,9/21/2020
IN,2404812,-6245.1,-3,4/1/2019,IN2404812,9/21/2020
IN,2404812,8326.8,4,3/25/2019,IN2404812,9/21/2020
IN,2425956,1472.52,1,3/25/2019,IN2425956,11/23/2020
IN,2425956,1472.52,1,3/11/2019,IN2425956,11/23/2020
IN,2425956,2370.96,1,3/18/2019,IN2425956,11/23/2020
IN,2425956,4741.98,2,3/11/2019,IN2425956,11/23/2020
IN,2425956,2324.76,6,3/18/2019,IN2425956,11/23/2020
IN,2429682,2473.14,1,3/4/2019,IN2429682,10/26/2020
IN,2431890,1526.4,1,3/25/2019,IN2431890,8/24/2020
IN,2431890,2457.66,1,3/25/2019,IN2431890,8/24/2020
IN,2431890,4915.32,2,4/1/2019,IN2431890,8/24/2020
IN,2495610,1536,1,3/18/2019,IN2495610,11/16/2020
IN,2519946,416.34,1,3/25/2019,IN2519946,3/9/2020
IN,2519946,832.68,2,4/1/2019,IN2519946,3/9/2020
IN,2519946,832.68,2,4/1/2019,IN2519946,3/9/2020
IN,2521116,2473.14,1,3/11/2019,IN2521116,3/11/2019
IN,2974158,2413.14,1,3/18/2019,IN2974158,9/7/2020
IN,2988540,14838.72,6,3/25/2019,IN2988540,11/23/2020
IN,3015498,1536,1,4/1/2019,IN3015498,4/1/2019
IN,3065850,3072.06,2,3/25/2019,IN3065850,11/16/2020
IN,3087858,17311.8,7,3/4/2019,IN3087858,5/25/2020
IN,3138330,2473.14,1,4/1/2019,IN3138330,12/2/2019
IN,3348798,4946.22,2,3/18/2019,IN3348798,11/9/2020
IN,3348798,2473.14,1,4/1/2019,IN3348798,11/9/2020
IN,3465774,2420.94,1,4/1/2019,IN3465774,11/30/2020
IN,3465774,395.64,1,3/25/2019,IN3465774,11/30/2020
IN,3509064,4591.32,3,4/1/2019,IN3509064,11/30/2020
IN,3509064,2457.66,1,3/25/2019,IN3509064,11/30/2020
IN,3699336,2440.8,1,3/11/2019,IN3699336,8/17/2020
IN,3723522,1536,1,3/18/2019,IN3723522,10/12/2020
IN,3754170,4946.22,2,3/4/2019,IN3754170,11/23/2020
IN,3754170,7419.36,3,3/11/2019,IN3754170,11/23/2020
IN,3754170,7419.36,3,3/18/2019,IN3754170,11/23/2020
IN,3754170,4946.22,2,3/25/2019,IN3754170,11/23/2020
IN,3754170,4946.22,2,4/1/2019,IN3754170,11/23/2020
IN,3780666,1536,1,3/18/2019,IN3780666,11/23/2020
IN,3780666,1536,1,3/25/2019,IN3780666,11/23/2020
IN,3782592,395.4,1,3/4/2019,IN3782592,11/30/2020
IN,3803430,4579.14,3,3/18/2019,IN3803430,11/16/2020
IN,3803430,4915.32,2,3/25/2019,IN3803430,11/16/2020
IN,3896184,1536,1,3/25/2019,IN3896184,11/23/2020
IN,3930738,1536,1,4/1/2019,IN3930738,11/30/2020
IN,4023858,2473.14,1,4/1/2019,IN4023858,7/29/2019
IN,4024182,2473.14,1,3/25/2019,IN4024182,11/9/2020
IN,4097670,411.66,1,4/1/2019,IN4097670,11/4/2019
IN,4194600,1536,1,3/11/2019,IN4194600,10/5/2020
IN,4415382,1536,1,3/11/2019,IN4415382,3/9/2020
IN,4454292,1536,1,4/1/2019,IN4454292,11/18/2019
IN,1802436,1498.74,1,4/8/2019,IN1802436,11/23/2020
IN,1802436,1499.1,1,4/15/2019,IN1802436,11/23/2020
IN,1802436,2998.2,2,4/22/2019,IN1802436,11/23/2020
IN,1802436,1499.1,1,4/29/2019,IN1802436,11/23/2020
IN,1802436,2413.68,1,4/15/2019,IN1802436,11/23/2020
IN,1806120,1537.02,1,4/15/2019,IN1806120,9/30/2019
IN,1806648,1518.72,1,4/8/2019,IN1806648,11/9/2020
IN,1806648,1518.72,1,4/15/2019,IN1806648,11/9/2020
IN,1806648,1518.72,1,4/22/2019,IN1806648,11/9/2020
IN,1806648,-799.2,-2,4/8/2019,IN1806648,11/9/2020
IN,1822356,2473.14,1,4/8/2019,IN1822356,11/16/2020
IN,1822356,2474.7,1,4/22/2019,IN1822356,11/16/2020
IN,1828050,1528.02,1,4/29/2019,IN1828050,10/12/2020
IN,1841142,1537.02,1,4/15/2019,IN1841142,6/1/2020
IN,1868250,1537.02,1,4/15/2019,IN1868250,10/12/2020
IN,1881702,2474.7,1,4/22/2019,IN1881702,11/23/2020
IN,1926756,1537.02,1,4/22/2019,IN1926756,11/23/2020
IN,1926756,2474.7,1,4/22/2019,IN1926756,11/23/2020
IN,1932438,9780.96,4,4/8/2019,IN1932438,11/23/2020
IN,1940772,1515.96,1,4/22/2019,IN1940772,11/30/2020
IN,1940772,3007.14,2,4/8/2019,IN1940772,11/30/2020
IN,2002476,3074.04,2,4/15/2019,IN2002476,11/30/2020
IN,2036622,1521.42,1,4/22/2019,IN2036622,6/8/2020
IN,2063040,1537.02,1,4/22/2019,IN2063040,11/30/2020
IN,2063040,9222.06,6,4/29/2019,IN2063040,11/30/2020
IN,2074020,1536,1,4/8/2019,IN2074020,11/23/2020
IN,2110662,2413.68,1,5/6/2019,IN2110662,11/23/2020
IN,2111100,4497.3,3,4/15/2019,IN2111100,11/30/2020
IN,2111100,2998.2,2,4/22/2019,IN2111100,11/30/2020
IN,2111100,4497.3,3,4/29/2019,IN2111100,11/30/2020
IN,2111100,406.38,1,4/15/2019,IN2111100,11/30/2020
IN,2111100,4827.3,2,4/15/2019,IN2111100,11/30/2020
IN,2111100,2413.68,1,4/22/2019,IN2111100,11/30/2020
IN,2111100,2413.68,1,4/22/2019,IN2111100,11/30/2020
IN,2129742,2474.7,1,4/29/2019,IN2129742,5/6/2019
IN,2133528,2445.24,1,4/29/2019,IN2133528,8/19/2019
IN,2134002,2346.96,1,4/22/2019,IN2134002,11/23/2020
IN,2164788,1526.4,1,4/8/2019,IN2164788,11/2/2020
IN,2164788,6112.08,4,4/15/2019,IN2164788,11/2/2020
IN,2164788,3056.04,2,5/6/2019,IN2164788,11/2/2020
IN,2192394,2460.24,1,4/29/2019,IN2192394,10/19/2020
IN,2199054,2474.7,1,5/6/2019,IN2199054,6/8/2020
IN,2410854,1528.02,1,4/22/2019,IN2410854,6/22/2020
IN,2425956,-2324.76,-6,4/15/2019,IN2425956,11/23/2020
IN,2467638,1536,1,4/8/2019,IN2467638,11/2/2020
IN,2519946,416.58,1,5/6/2019,IN2519946,3/9/2020
IN,2661678,1465.8,1,4/29/2019,IN2661678,10/19/2020
IN,3019968,2474.7,1,4/15/2019,IN3019968,11/23/2020
IN,3281700,4949.4,2,4/15/2019,IN3281700,8/17/2020
IN,3348798,4949.4,2,4/15/2019,IN3348798,11/9/2020
IN,3638310,416.58,1,4/29/2019,IN3638310,9/28/2020
IN,3656994,2473.14,1,4/8/2019,IN3656994,5/6/2019
IN,3665322,2474.7,1,4/15/2019,IN3665322,5/13/2019
IN,3699336,2443.38,1,4/29/2019,IN3699336,8/17/2020
IN,3754170,7419.36,3,4/8/2019,IN3754170,11/23/2020
IN,3754170,7424.1,3,4/29/2019,IN3754170,11/23/2020
IN,3754170,4949.4,2,5/6/2019,IN3754170,11/23/2020
IN,3780666,1537.02,1,4/15/2019,IN3780666,11/23/2020
IN,3885348,3074.04,2,5/6/2019,IN3885348,11/9/2020
IN,3961020,1537.02,1,4/22/2019,IN3961020,8/24/2020
IN,3998262,1537.02,1,4/22/2019,IN3998262,10/5/2020
IN,4023858,2473.14,1,4/8/2019,IN4023858,7/29/2019
IN,4024182,2474.7,1,4/22/2019,IN4024182,11/9/2020
IN,4024182,2474.7,1,5/6/2019,IN4024182,11/9/2020
IN,4025550,4949.4,2,4/15/2019,IN4025550,11/2/2020
IN,4072344,1537.02,1,5/6/2019,IN4072344,11/9/2020
IN,4223394,3074.04,2,4/15/2019,IN4223394,6/10/2019
IN,4288656,2474.7,1,4/22/2019,IN4288656,3/30/2020
IN,4295772,1537.02,1,4/29/2019,IN4295772,11/18/2019
IN,4347600,12301.32,5,4/15/2019,IN4347600,3/16/2020
IN,4361772,1537.02,1,4/22/2019,IN4361772,3/2/2020
IN,4423992,2474.7,1,4/15/2019,IN4423992,8/10/2020
IN,1802208,4584.06,3,5/27/2019,IN1802208,9/14/2020
IN,1802436,4497.3,3,5/27/2019,IN1802436,11/23/2020
IN,1805268,2457.9,1,5/20/2019,IN1805268,11/16/2020
IN,1806648,2445.24,1,5/13/2019,IN1806648,11/9/2020
IN,1807716,1537.02,1,6/3/2019,IN1807716,11/23/2020
IN,1807716,2474.7,1,6/3/2019,IN1807716,11/23/2020
IN,1822356,2474.7,1,5/27/2019,IN1822356,11/16/2020
IN,1883118,1492.44,1,5/6/2019,IN1883118,11/30/2020
IN,1883118,1492.44,1,5/13/2019,IN1883118,11/30/2020
IN,1883118,1492.44,1,6/3/2019,IN1883118,11/30/2020
IN,1897662,2443.38,1,5/6/2019,IN1897662,11/16/2020
IN,1926756,3074.04,2,5/13/2019,IN1926756,11/23/2020
IN,1926756,1537.02,1,6/3/2019,IN1926756,11/23/2020
IN,1932438,2445.24,1,5/27/2019,IN1932438,11/23/2020
IN,1934466,1537.02,1,5/27/2019,IN1934466,10/12/2020
IN,1935336,1518.72,1,5/13/2019,IN1935336,9/14/2020
IN,1940772,1515.96,1,6/3/2019,IN1940772,11/30/2020
IN,1940772,1515.96,1,5/13/2019,IN1940772,11/30/2020
IN,2036622,1521.42,1,5/13/2019,IN2036622,6/8/2020
IN,2040972,2474.7,1,6/3/2019,IN2040972,10/26/2020
IN,2063040,6148.02,4,5/27/2019,IN2063040,11/30/2020
IN,2074020,1537.02,1,5/20/2019,IN2074020,11/23/2020
IN,2096982,1528.02,1,6/3/2019,IN2096982,10/5/2020
IN,2107050,2474.7,1,5/13/2019,IN2107050,11/9/2020
IN,2107050,2474.7,1,5/20/2019,IN2107050,11/9/2020
IN,2111100,1499.1,1,5/6/2019,IN2111100,11/30/2020
IN,2111100,1499.1,1,5/13/2019,IN2111100,11/30/2020
IN,2111100,13491.84,9,5/20/2019,IN2111100,11/30/2020
IN,2111100,2998.2,2,5/27/2019,IN2111100,11/30/2020
IN,2111100,4497.3,3,6/3/2019,IN2111100,11/30/2020
IN,2111100,406.38,1,5/13/2019,IN2111100,11/30/2020
IN,2111100,406.38,1,6/3/2019,IN2111100,11/30/2020
IN,2111100,2413.68,1,5/20/2019,IN2111100,11/30/2020
IN,2128878,1537.02,1,5/6/2019,IN2128878,5/6/2019
IN,2129742,2474.7,1,5/6/2019,IN2129742,5/6/2019
IN,2134002,1457.7,1,5/6/2019,IN2134002,11/23/2020
IN,2154516,6148.02,4,5/6/2019,IN2154516,11/9/2020
IN,2164788,1528.02,1,5/13/2019,IN2164788,11/2/2020
IN,2164788,3056.04,2,5/20/2019,IN2164788,11/2/2020
IN,2164788,3056.04,2,5/27/2019,IN2164788,11/2/2020
IN,2173362,1537.02,1,6/3/2019,IN2173362,10/28/2019
IN,2197386,2474.7,1,5/13/2019,IN2197386,5/20/2019
IN,2197482,416.58,1,6/3/2019,IN2197482,11/16/2020
IN,2449752,2474.7,1,5/20/2019,IN2449752,11/23/2020
IN,2459040,2474.7,1,5/27/2019,IN2459040,11/23/2020
IN,2518740,2474.7,1,5/13/2019,IN2518740,11/23/2020
IN,2519946,416.58,1,5/6/2019,IN2519946,3/9/2020
IN,2519946,416.58,1,5/6/2019,IN2519946,3/9/2020
